sample	strain	community
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309260__gtpro__crisp.tsv.temp	49	1.3574636e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309260__gtpro__crisp.tsv.temp	51	1.6534335e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309260__gtpro__crisp.tsv.temp	52	1.3607978e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309260__gtpro__crisp.tsv.temp	53	1.0255492e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309260__gtpro__crisp.tsv.temp	54	1.5242746e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309260__gtpro__crisp.tsv.temp	55	6.63572e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309260__gtpro__crisp.tsv.temp	58	1.2357931e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309260__gtpro__crisp.tsv.temp	59	1.1889091e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309260__gtpro__crisp.tsv.temp	60	1.8315141e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309260__gtpro__crisp.tsv.temp	62	1.715978e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309260__gtpro__crisp.tsv.temp	63	4.9900617e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309260__gtpro__crisp.tsv.temp	64	1.2257284e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309260__gtpro__crisp.tsv.temp	65	1.3435126e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309260__gtpro__crisp.tsv.temp	69	1.7962353e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309260__gtpro__crisp.tsv.temp	71	4.8284985e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309260__gtpro__crisp.tsv.temp	72	9.2955155e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309260__gtpro__crisp.tsv.temp	73	1.7971766e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309260__gtpro__crisp.tsv.temp	76	1.21528245e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309260__gtpro__crisp.tsv.temp	77	1.4207337e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309260__gtpro__crisp.tsv.temp	79	4.3649657e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309260__gtpro__crisp.tsv.temp	80	7.544198e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309260__gtpro__crisp.tsv.temp	82	1.2460795e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309263R__gtpro__crisp.tsv.temp	-1	3.6576862e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309263R__gtpro__crisp.tsv.temp	0	2.1973817e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309263R__gtpro__crisp.tsv.temp	1	2.645142e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309263R__gtpro__crisp.tsv.temp	2	4.2661173e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309263R__gtpro__crisp.tsv.temp	4	1.0611654e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309263R__gtpro__crisp.tsv.temp	5	0.9999897
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309263R__gtpro__crisp.tsv.temp	6	1.3247447e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309263R__gtpro__crisp.tsv.temp	8	1.0686707e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309263R__gtpro__crisp.tsv.temp	10	1.6733959e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309263R__gtpro__crisp.tsv.temp	11	9.2155865e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309263R__gtpro__crisp.tsv.temp	14	1.6336813e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309263R__gtpro__crisp.tsv.temp	15	1.1512982e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309263R__gtpro__crisp.tsv.temp	16	1.03680826e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309263R__gtpro__crisp.tsv.temp	17	8.423333e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309263R__gtpro__crisp.tsv.temp	19	1.3447688e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309263R__gtpro__crisp.tsv.temp	22	1.2497063e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309263R__gtpro__crisp.tsv.temp	23	1.0776982e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309263R__gtpro__crisp.tsv.temp	25	8.970572e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309263R__gtpro__crisp.tsv.temp	27	1.05906786e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309263R__gtpro__crisp.tsv.temp	29	6.2731765e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309263R__gtpro__crisp.tsv.temp	33	1.0581636e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309263R__gtpro__crisp.tsv.temp	34	9.7499615e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309263R__gtpro__crisp.tsv.temp	39	1.189985e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309263R__gtpro__crisp.tsv.temp	43	5.5734354e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309263R__gtpro__crisp.tsv.temp	45	6.765439e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309263R__gtpro__crisp.tsv.temp	46	2.3757532e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309263R__gtpro__crisp.tsv.temp	47	5.6622422e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309263R__gtpro__crisp.tsv.temp	49	1.1496854e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309263R__gtpro__crisp.tsv.temp	51	1.2616734e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309263R__gtpro__crisp.tsv.temp	52	1.1812074e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309263R__gtpro__crisp.tsv.temp	53	8.8889216e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309263R__gtpro__crisp.tsv.temp	54	1.2970268e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309263R__gtpro__crisp.tsv.temp	55	6.085202e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309263R__gtpro__crisp.tsv.temp	58	1.0611333e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309263R__gtpro__crisp.tsv.temp	59	1.0376807e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309263R__gtpro__crisp.tsv.temp	60	1.6624716e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309263R__gtpro__crisp.tsv.temp	62	1.4785984e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309263R__gtpro__crisp.tsv.temp	63	4.8069293e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309263R__gtpro__crisp.tsv.temp	64	1.0508198e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309263R__gtpro__crisp.tsv.temp	65	1.1701166e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309263R__gtpro__crisp.tsv.temp	69	1.5951302e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309263R__gtpro__crisp.tsv.temp	71	4.764224e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309263R__gtpro__crisp.tsv.temp	72	8.2517424e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309263R__gtpro__crisp.tsv.temp	73	1.5776459e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309263R__gtpro__crisp.tsv.temp	76	1.0500851e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309263R__gtpro__crisp.tsv.temp	77	1.2796856e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309263R__gtpro__crisp.tsv.temp	79	4.0968573e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309263R__gtpro__crisp.tsv.temp	80	6.8413236e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309263R__gtpro__crisp.tsv.temp	82	1.0629856e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309293__gtpro__crisp.tsv.temp	-1	0.0072959806
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309293__gtpro__crisp.tsv.temp	0	2.1035742e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309293__gtpro__crisp.tsv.temp	1	2.6017753e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309293__gtpro__crisp.tsv.temp	2	4.34365e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309293__gtpro__crisp.tsv.temp	4	1.0300329e-05
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309293__gtpro__crisp.tsv.temp	5	2.4006383e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309293__gtpro__crisp.tsv.temp	6	3.0942041e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309293__gtpro__crisp.tsv.temp	8	9.388107e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309293__gtpro__crisp.tsv.temp	10	4.998723e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309293__gtpro__crisp.tsv.temp	11	0.080799535
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309293__gtpro__crisp.tsv.temp	14	4.6222473e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309293__gtpro__crisp.tsv.temp	15	1.0373147e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309293__gtpro__crisp.tsv.temp	16	0.6181055
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309293__gtpro__crisp.tsv.temp	17	3.2515234e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309293__gtpro__crisp.tsv.temp	19	3.366041e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309293__gtpro__crisp.tsv.temp	22	0.084257774
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309293__gtpro__crisp.tsv.temp	23	1.9388597e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309293__gtpro__crisp.tsv.temp	25	4.8701963e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309293__gtpro__crisp.tsv.temp	27	9.920051e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309293__gtpro__crisp.tsv.temp	29	2.428363e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309293__gtpro__crisp.tsv.temp	33	1.1365864e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309293__gtpro__crisp.tsv.temp	34	1.0273983e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309293__gtpro__crisp.tsv.temp	39	2.629415e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309293__gtpro__crisp.tsv.temp	43	2.3254758e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309293__gtpro__crisp.tsv.temp	45	1.1779952e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309293__gtpro__crisp.tsv.temp	46	5.687287e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309293__gtpro__crisp.tsv.temp	47	1.3723502e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309293__gtpro__crisp.tsv.temp	49	2.4897977e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309293__gtpro__crisp.tsv.temp	51	2.826838e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309293__gtpro__crisp.tsv.temp	52	1.1916135e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309293__gtpro__crisp.tsv.temp	53	9.257276e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309293__gtpro__crisp.tsv.temp	54	2.438511e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309293__gtpro__crisp.tsv.temp	55	2.70117e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309293__gtpro__crisp.tsv.temp	58	4.7985355e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309293__gtpro__crisp.tsv.temp	59	2.5076565e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309293__gtpro__crisp.tsv.temp	60	3.501618e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309293__gtpro__crisp.tsv.temp	62	3.0592645e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309293__gtpro__crisp.tsv.temp	63	1.9232105e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309293__gtpro__crisp.tsv.temp	64	1.1303708e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309293__gtpro__crisp.tsv.temp	65	9.4504344e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309293__gtpro__crisp.tsv.temp	69	3.321505e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309293__gtpro__crisp.tsv.temp	71	1.2674818e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309293__gtpro__crisp.tsv.temp	72	0.20949604
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309293__gtpro__crisp.tsv.temp	73	3.9564264e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309293__gtpro__crisp.tsv.temp	76	1.3188038e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309293__gtpro__crisp.tsv.temp	77	6.532267e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309293__gtpro__crisp.tsv.temp	79	1.3194489e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309293__gtpro__crisp.tsv.temp	80	4.883328e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309293__gtpro__crisp.tsv.temp	82	1.0457007e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309308__gtpro__crisp.tsv.temp	-1	4.1225956e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309308__gtpro__crisp.tsv.temp	0	2.388687e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309308__gtpro__crisp.tsv.temp	1	2.8420915e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309308__gtpro__crisp.tsv.temp	2	4.519505e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309308__gtpro__crisp.tsv.temp	4	1.1473587e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309308__gtpro__crisp.tsv.temp	5	0.99999994
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309308__gtpro__crisp.tsv.temp	6	1.0536332e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309308__gtpro__crisp.tsv.temp	8	1.1653636e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309308__gtpro__crisp.tsv.temp	10	1.4874272e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309308__gtpro__crisp.tsv.temp	11	8.893098e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309308__gtpro__crisp.tsv.temp	14	1.4478868e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309308__gtpro__crisp.tsv.temp	15	1.215999e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309308__gtpro__crisp.tsv.temp	16	9.354706e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309308__gtpro__crisp.tsv.temp	17	8.870465e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309308__gtpro__crisp.tsv.temp	19	1.2487253e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309308__gtpro__crisp.tsv.temp	22	1.0708991e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309308__gtpro__crisp.tsv.temp	23	1.1300898e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309308__gtpro__crisp.tsv.temp	25	7.6215634e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309308__gtpro__crisp.tsv.temp	27	1.1554132e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309308__gtpro__crisp.tsv.temp	29	5.3341037e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309308__gtpro__crisp.tsv.temp	33	1.164508e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309308__gtpro__crisp.tsv.temp	34	1.0683909e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309308__gtpro__crisp.tsv.temp	39	1.0595662e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309308__gtpro__crisp.tsv.temp	43	4.4713783e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309308__gtpro__crisp.tsv.temp	45	6.4229594e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309308__gtpro__crisp.tsv.temp	46	2.4823785e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309308__gtpro__crisp.tsv.temp	47	4.302137e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309308__gtpro__crisp.tsv.temp	49	1.0282292e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309308__gtpro__crisp.tsv.temp	51	1.1833051e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309308__gtpro__crisp.tsv.temp	52	1.2247184e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309308__gtpro__crisp.tsv.temp	53	9.062706e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309308__gtpro__crisp.tsv.temp	54	1.0933907e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309308__gtpro__crisp.tsv.temp	55	4.9877935e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309308__gtpro__crisp.tsv.temp	58	1.1364327e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309308__gtpro__crisp.tsv.temp	59	8.8666463e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309308__gtpro__crisp.tsv.temp	60	1.3920276e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309308__gtpro__crisp.tsv.temp	62	1.2628147e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309308__gtpro__crisp.tsv.temp	63	3.7016215e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309308__gtpro__crisp.tsv.temp	64	1.1243795e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309308__gtpro__crisp.tsv.temp	65	1.2245779e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309308__gtpro__crisp.tsv.temp	69	1.317567e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309308__gtpro__crisp.tsv.temp	71	3.479392e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309308__gtpro__crisp.tsv.temp	72	7.4804796e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309308__gtpro__crisp.tsv.temp	73	1.5698322e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309308__gtpro__crisp.tsv.temp	76	1.1165493e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309308__gtpro__crisp.tsv.temp	77	1.1240305e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309308__gtpro__crisp.tsv.temp	79	3.103225e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309308__gtpro__crisp.tsv.temp	80	5.8833655e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309308__gtpro__crisp.tsv.temp	82	1.1429442e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309319__gtpro__crisp.tsv.temp	-1	5.273637e-05
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309319__gtpro__crisp.tsv.temp	0	3.711618e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309319__gtpro__crisp.tsv.temp	1	3.7742996e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309319__gtpro__crisp.tsv.temp	2	4.6800512e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309319__gtpro__crisp.tsv.temp	4	1.2073075e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309319__gtpro__crisp.tsv.temp	5	0.9971487
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309319__gtpro__crisp.tsv.temp	6	5.3196665e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309319__gtpro__crisp.tsv.temp	8	1.0790287e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309319__gtpro__crisp.tsv.temp	10	1.6574887e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309319__gtpro__crisp.tsv.temp	11	3.3218062e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309319__gtpro__crisp.tsv.temp	14	1.0265418e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309319__gtpro__crisp.tsv.temp	15	1.4772801e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309319__gtpro__crisp.tsv.temp	16	4.387633e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309319__gtpro__crisp.tsv.temp	17	5.7513754e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309319__gtpro__crisp.tsv.temp	19	2.2599755e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309319__gtpro__crisp.tsv.temp	22	6.49085e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309319__gtpro__crisp.tsv.temp	23	1.1142041e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309319__gtpro__crisp.tsv.temp	25	3.5575427e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309319__gtpro__crisp.tsv.temp	27	1.2144033e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309319__gtpro__crisp.tsv.temp	29	1.9452062e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309319__gtpro__crisp.tsv.temp	33	2.055266e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309319__gtpro__crisp.tsv.temp	34	9.091154e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309319__gtpro__crisp.tsv.temp	39	6.1638596e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309319__gtpro__crisp.tsv.temp	43	1.5849468e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309319__gtpro__crisp.tsv.temp	45	2.4516507e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309319__gtpro__crisp.tsv.temp	46	0.0027979612
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309319__gtpro__crisp.tsv.temp	47	1.3910827e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309319__gtpro__crisp.tsv.temp	49	9.033971e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309319__gtpro__crisp.tsv.temp	51	7.385275e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309319__gtpro__crisp.tsv.temp	52	9.0710115e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309319__gtpro__crisp.tsv.temp	53	6.598734e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309319__gtpro__crisp.tsv.temp	54	6.491724e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309319__gtpro__crisp.tsv.temp	55	1.7738878e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309319__gtpro__crisp.tsv.temp	58	1.03698214e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309319__gtpro__crisp.tsv.temp	59	5.0244213e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309319__gtpro__crisp.tsv.temp	60	5.7571414e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309319__gtpro__crisp.tsv.temp	62	9.126916e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309319__gtpro__crisp.tsv.temp	63	1.2494661e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309319__gtpro__crisp.tsv.temp	64	1.2245464e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309319__gtpro__crisp.tsv.temp	65	1.2998115e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309319__gtpro__crisp.tsv.temp	69	1.0490921e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309319__gtpro__crisp.tsv.temp	71	9.52819e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309319__gtpro__crisp.tsv.temp	72	3.781263e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309319__gtpro__crisp.tsv.temp	73	1.7903636e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309319__gtpro__crisp.tsv.temp	76	1.3996547e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309319__gtpro__crisp.tsv.temp	77	6.0791256e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309319__gtpro__crisp.tsv.temp	79	9.281154e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309319__gtpro__crisp.tsv.temp	80	2.3744877e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309319__gtpro__crisp.tsv.temp	82	1.2426548e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309323__gtpro__crisp.tsv.temp	-1	3.794183e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309323__gtpro__crisp.tsv.temp	0	2.2780338e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309323__gtpro__crisp.tsv.temp	1	2.5361844e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309323__gtpro__crisp.tsv.temp	2	4.1669264e-09
