sample	strain	community
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309206__gtpro__crisp.tsv.temp	71	7.053719e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309206__gtpro__crisp.tsv.temp	72	1.4076318e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309206__gtpro__crisp.tsv.temp	73	2.8606195e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309206__gtpro__crisp.tsv.temp	76	2.3034488e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309206__gtpro__crisp.tsv.temp	77	2.436274e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309206__gtpro__crisp.tsv.temp	79	6.2401995e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309206__gtpro__crisp.tsv.temp	80	1.159562e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309206__gtpro__crisp.tsv.temp	82	2.3413598e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309221__gtpro__crisp.tsv.temp	-1	1.6009263e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309221__gtpro__crisp.tsv.temp	0	9.346699e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309221__gtpro__crisp.tsv.temp	1	1.1120384e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309221__gtpro__crisp.tsv.temp	2	1.8280053e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309221__gtpro__crisp.tsv.temp	4	4.560696e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309221__gtpro__crisp.tsv.temp	5	1.0
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309221__gtpro__crisp.tsv.temp	6	4.2907383e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309221__gtpro__crisp.tsv.temp	8	4.6494242e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309221__gtpro__crisp.tsv.temp	10	5.846034e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309221__gtpro__crisp.tsv.temp	11	3.537881e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309221__gtpro__crisp.tsv.temp	14	6.337377e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309221__gtpro__crisp.tsv.temp	15	4.862467e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309221__gtpro__crisp.tsv.temp	16	3.5347708e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309221__gtpro__crisp.tsv.temp	17	3.375339e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309221__gtpro__crisp.tsv.temp	19	4.9324894e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309221__gtpro__crisp.tsv.temp	22	4.5269327e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309221__gtpro__crisp.tsv.temp	23	4.6328297e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309221__gtpro__crisp.tsv.temp	25	3.085137e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309221__gtpro__crisp.tsv.temp	27	4.43711e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309221__gtpro__crisp.tsv.temp	29	2.1134923e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309221__gtpro__crisp.tsv.temp	33	4.4942827e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309221__gtpro__crisp.tsv.temp	34	4.1167783e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309221__gtpro__crisp.tsv.temp	39	4.434852e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309221__gtpro__crisp.tsv.temp	43	1.794823e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309221__gtpro__crisp.tsv.temp	45	2.4845392e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309221__gtpro__crisp.tsv.temp	46	8.075921e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309221__gtpro__crisp.tsv.temp	47	1.7557518e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309221__gtpro__crisp.tsv.temp	49	4.5877588e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309221__gtpro__crisp.tsv.temp	51	5.0001525e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309221__gtpro__crisp.tsv.temp	52	4.8545234e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309221__gtpro__crisp.tsv.temp	53	3.6598816e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309221__gtpro__crisp.tsv.temp	54	4.5229684e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309221__gtpro__crisp.tsv.temp	55	2.0097332e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309221__gtpro__crisp.tsv.temp	58	4.543601e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309221__gtpro__crisp.tsv.temp	59	3.9357503e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309221__gtpro__crisp.tsv.temp	60	6.101028e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309221__gtpro__crisp.tsv.temp	62	5.443572e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309221__gtpro__crisp.tsv.temp	63	1.4647177e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309221__gtpro__crisp.tsv.temp	64	4.5473167e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309221__gtpro__crisp.tsv.temp	65	5.5416616e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309221__gtpro__crisp.tsv.temp	69	5.686757e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309221__gtpro__crisp.tsv.temp	71	1.366365e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309221__gtpro__crisp.tsv.temp	72	2.9406508e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309221__gtpro__crisp.tsv.temp	73	6.143791e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309221__gtpro__crisp.tsv.temp	76	4.496177e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309221__gtpro__crisp.tsv.temp	77	4.8823484e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309221__gtpro__crisp.tsv.temp	79	1.2073717e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309221__gtpro__crisp.tsv.temp	80	2.3071105e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309221__gtpro__crisp.tsv.temp	82	4.5737425e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309238__gtpro__crisp.tsv.temp	-1	1.8621058e-05
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309238__gtpro__crisp.tsv.temp	0	1.0670668e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309238__gtpro__crisp.tsv.temp	1	1.2908973e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309238__gtpro__crisp.tsv.temp	2	2.0923528e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309238__gtpro__crisp.tsv.temp	4	5.2218033e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309238__gtpro__crisp.tsv.temp	5	2.968013e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309238__gtpro__crisp.tsv.temp	6	3.8253143e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309238__gtpro__crisp.tsv.temp	8	5.2657987e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309238__gtpro__crisp.tsv.temp	10	5.3339164e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309238__gtpro__crisp.tsv.temp	11	0.053752463
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309238__gtpro__crisp.tsv.temp	14	3.355209e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309238__gtpro__crisp.tsv.temp	15	5.4968615e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309238__gtpro__crisp.tsv.temp	16	1.4986942e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309238__gtpro__crisp.tsv.temp	17	1.9470187e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309238__gtpro__crisp.tsv.temp	19	3.5442125e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309238__gtpro__crisp.tsv.temp	22	0.100928895
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309238__gtpro__crisp.tsv.temp	23	5.835989e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309238__gtpro__crisp.tsv.temp	25	2.9603692e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309238__gtpro__crisp.tsv.temp	27	5.2659004e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309238__gtpro__crisp.tsv.temp	29	3.8668162e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309238__gtpro__crisp.tsv.temp	33	5.3122267e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309238__gtpro__crisp.tsv.temp	34	5.0251685e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309238__gtpro__crisp.tsv.temp	39	2.395501e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309238__gtpro__crisp.tsv.temp	43	3.6434776e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309238__gtpro__crisp.tsv.temp	45	2.7400276e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309238__gtpro__crisp.tsv.temp	46	5.803043e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309238__gtpro__crisp.tsv.temp	47	2.3990896e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309238__gtpro__crisp.tsv.temp	49	2.6803758e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309238__gtpro__crisp.tsv.temp	51	3.1133908e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309238__gtpro__crisp.tsv.temp	52	0.14281937
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309238__gtpro__crisp.tsv.temp	53	3.983052e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309238__gtpro__crisp.tsv.temp	54	2.2582647e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309238__gtpro__crisp.tsv.temp	55	3.8399594e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309238__gtpro__crisp.tsv.temp	58	3.243621e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309238__gtpro__crisp.tsv.temp	59	2.1194495e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309238__gtpro__crisp.tsv.temp	60	2.979996e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309238__gtpro__crisp.tsv.temp	62	2.4979704e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309238__gtpro__crisp.tsv.temp	63	4.3609128e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309238__gtpro__crisp.tsv.temp	64	5.28078e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309238__gtpro__crisp.tsv.temp	65	4.5877258e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309238__gtpro__crisp.tsv.temp	69	4.1350552e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309238__gtpro__crisp.tsv.temp	71	2.54445e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309238__gtpro__crisp.tsv.temp	72	0.70245194
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309238__gtpro__crisp.tsv.temp	73	3.1454522e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309238__gtpro__crisp.tsv.temp	76	5.726286e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309238__gtpro__crisp.tsv.temp	77	3.592816e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309238__gtpro__crisp.tsv.temp	79	2.9845074e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309238__gtpro__crisp.tsv.temp	80	3.5697585e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309238__gtpro__crisp.tsv.temp	82	5.271826e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309246__gtpro__crisp.tsv.temp	-1	3.8436347e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309246__gtpro__crisp.tsv.temp	0	2.2607696e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309246__gtpro__crisp.tsv.temp	1	2.6983102e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309246__gtpro__crisp.tsv.temp	2	4.357885e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309246__gtpro__crisp.tsv.temp	4	1.06863824e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309246__gtpro__crisp.tsv.temp	5	0.99999994
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309246__gtpro__crisp.tsv.temp	6	1.0563541e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309246__gtpro__crisp.tsv.temp	8	1.0881894e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309246__gtpro__crisp.tsv.temp	10	1.4604811e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309246__gtpro__crisp.tsv.temp	11	9.1216634e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309246__gtpro__crisp.tsv.temp	14	1.5222469e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309246__gtpro__crisp.tsv.temp	15	1.1741903e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309246__gtpro__crisp.tsv.temp	16	9.2934255e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309246__gtpro__crisp.tsv.temp	17	8.420756e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309246__gtpro__crisp.tsv.temp	19	1.2295113e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309246__gtpro__crisp.tsv.temp	22	1.1316691e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309246__gtpro__crisp.tsv.temp	23	1.1011851e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309246__gtpro__crisp.tsv.temp	25	7.95621e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309246__gtpro__crisp.tsv.temp	27	1.0818132e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309246__gtpro__crisp.tsv.temp	29	5.489891e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309246__gtpro__crisp.tsv.temp	33	1.101481e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309246__gtpro__crisp.tsv.temp	34	9.894514e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309246__gtpro__crisp.tsv.temp	39	1.0163325e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309246__gtpro__crisp.tsv.temp	43	4.6396825e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309246__gtpro__crisp.tsv.temp	45	6.417586e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309246__gtpro__crisp.tsv.temp	46	2.0429733e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309246__gtpro__crisp.tsv.temp	47	4.4387952e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309246__gtpro__crisp.tsv.temp	49	9.984185e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309246__gtpro__crisp.tsv.temp	51	1.2659437e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309246__gtpro__crisp.tsv.temp	52	1.2184209e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309246__gtpro__crisp.tsv.temp	53	9.82037e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309246__gtpro__crisp.tsv.temp	54	1.1089529e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309246__gtpro__crisp.tsv.temp	55	5.1547155e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309246__gtpro__crisp.tsv.temp	58	1.0884786e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309246__gtpro__crisp.tsv.temp	59	9.0697827e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309246__gtpro__crisp.tsv.temp	60	1.4006719e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309246__gtpro__crisp.tsv.temp	62	1.3387353e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309246__gtpro__crisp.tsv.temp	63	3.7307515e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309246__gtpro__crisp.tsv.temp	64	1.0906748e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309246__gtpro__crisp.tsv.temp	65	1.3127516e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309246__gtpro__crisp.tsv.temp	69	1.3220686e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309246__gtpro__crisp.tsv.temp	71	3.4908842e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309246__gtpro__crisp.tsv.temp	72	7.489178e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309246__gtpro__crisp.tsv.temp	73	1.4573946e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309246__gtpro__crisp.tsv.temp	76	1.0946005e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309246__gtpro__crisp.tsv.temp	77	1.1951009e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309246__gtpro__crisp.tsv.temp	79	3.1323388e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309246__gtpro__crisp.tsv.temp	80	5.8302563e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309246__gtpro__crisp.tsv.temp	82	1.0703369e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309252__gtpro__crisp.tsv.temp	-1	2.5191975e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309252__gtpro__crisp.tsv.temp	0	1.487201e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309252__gtpro__crisp.tsv.temp	1	1.8738238e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309252__gtpro__crisp.tsv.temp	2	2.886856e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309252__gtpro__crisp.tsv.temp	4	7.1951787e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309252__gtpro__crisp.tsv.temp	5	0.99999994
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309252__gtpro__crisp.tsv.temp	6	6.5290623e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309252__gtpro__crisp.tsv.temp	8	7.1455175e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309252__gtpro__crisp.tsv.temp	10	8.53335e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309252__gtpro__crisp.tsv.temp	11	4.9742854e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309252__gtpro__crisp.tsv.temp	14	8.872644e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309252__gtpro__crisp.tsv.temp	15	8.037814e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309252__gtpro__crisp.tsv.temp	16	5.076488e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309252__gtpro__crisp.tsv.temp	17	5.340984e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309252__gtpro__crisp.tsv.temp	19	7.130314e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309252__gtpro__crisp.tsv.temp	22	6.7385464e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309252__gtpro__crisp.tsv.temp	23	7.279407e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309252__gtpro__crisp.tsv.temp	25	4.589197e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309252__gtpro__crisp.tsv.temp	27	7.056994e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309252__gtpro__crisp.tsv.temp	29	3.1053812e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309252__gtpro__crisp.tsv.temp	33	7.125753e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309252__gtpro__crisp.tsv.temp	34	6.5898614e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309252__gtpro__crisp.tsv.temp	39	6.3696165e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309252__gtpro__crisp.tsv.temp	43	2.544786e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309252__gtpro__crisp.tsv.temp	45	3.5753955e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309252__gtpro__crisp.tsv.temp	46	1.1383444e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309252__gtpro__crisp.tsv.temp	47	2.4896402e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309252__gtpro__crisp.tsv.temp	49	6.422458e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309252__gtpro__crisp.tsv.temp	51	7.8077e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309252__gtpro__crisp.tsv.temp	52	7.604005e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309252__gtpro__crisp.tsv.temp	53	5.758944e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309252__gtpro__crisp.tsv.temp	54	6.737854e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309252__gtpro__crisp.tsv.temp	55	2.9631148e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309252__gtpro__crisp.tsv.temp	58	6.9803174e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309252__gtpro__crisp.tsv.temp	59	5.6887867e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309252__gtpro__crisp.tsv.temp	60	8.554823e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309252__gtpro__crisp.tsv.temp	62	7.745909e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309252__gtpro__crisp.tsv.temp	63	2.0725222e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309252__gtpro__crisp.tsv.temp	64	7.3074047e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309252__gtpro__crisp.tsv.temp	65	7.898391e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309252__gtpro__crisp.tsv.temp	69	8.195948e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309252__gtpro__crisp.tsv.temp	71	1.958577e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309252__gtpro__crisp.tsv.temp	72	4.3116527e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309252__gtpro__crisp.tsv.temp	73	9.441663e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309252__gtpro__crisp.tsv.temp	76	6.887586e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309252__gtpro__crisp.tsv.temp	77	6.725537e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309252__gtpro__crisp.tsv.temp	79	1.7544095e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309252__gtpro__crisp.tsv.temp	80	3.3339012e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309252__gtpro__crisp.tsv.temp	82	7.117445e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309260__gtpro__crisp.tsv.temp	-1	4.2584827e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309260__gtpro__crisp.tsv.temp	0	2.5720412e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309260__gtpro__crisp.tsv.temp	1	3.024587e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309260__gtpro__crisp.tsv.temp	2	4.9669435e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309260__gtpro__crisp.tsv.temp	4	1.2375118e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309260__gtpro__crisp.tsv.temp	5	0.9999989
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309260__gtpro__crisp.tsv.temp	6	1.5484845e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309260__gtpro__crisp.tsv.temp	8	1.242885e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309260__gtpro__crisp.tsv.temp	10	1.9266944e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309260__gtpro__crisp.tsv.temp	11	1.1026123e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309260__gtpro__crisp.tsv.temp	14	1.8799364e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309260__gtpro__crisp.tsv.temp	15	1.3227829e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309260__gtpro__crisp.tsv.temp	16	1.1471967e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309260__gtpro__crisp.tsv.temp	17	9.649162e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309260__gtpro__crisp.tsv.temp	19	1.5666366e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309260__gtpro__crisp.tsv.temp	22	1.40907614e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309260__gtpro__crisp.tsv.temp	23	1.2434375e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309260__gtpro__crisp.tsv.temp	25	9.499681e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309260__gtpro__crisp.tsv.temp	27	1.2239825e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309260__gtpro__crisp.tsv.temp	29	6.8543766e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309260__gtpro__crisp.tsv.temp	33	1.2370892e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309260__gtpro__crisp.tsv.temp	34	1.1262414e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309260__gtpro__crisp.tsv.temp	39	1.3983443e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309260__gtpro__crisp.tsv.temp	43	6.0780856e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309260__gtpro__crisp.tsv.temp	45	7.764627e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309260__gtpro__crisp.tsv.temp	46	2.544308e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202309260__gtpro__crisp.tsv.temp	47	5.899332e-09
